trial_id,label,speaker_a,recording_a,path_a,speaker_b,recording_b,path_b
T0224,0,jv,jv2,audio_val/jv/jv2.wav,pewpew,pewpew2,audio_val/pewpew/pewpew2.wav
T0225,0,jv,jv2,audio_val/jv/jv2.wav,pewpew,pewpew3,audio_val/pewpew/pewpew3.wav
T0226,0,jv,jv2,audio_val/jv/jv2.wav,sena,sena1,audio_val/sena/sena1.wav
T0227,0,jv,jv2,audio_val/jv/jv2.wav,sena,sena2,audio_val/sena/sena2.wav
T0228,0,jv,jv2,audio_val/jv/jv2.wav,sena,sena3,audio_val/sena/sena3.wav
T0229,0,jv,jv2,audio_val/jv/jv2.wav,truongcon,truongcon1,audio_val/truongcon/truongcon1.wav
T0230,0,jv,jv2,audio_val/jv/jv2.wav,truongcon,truongcon2,audio_val/truongcon/truongcon2.wav
T0231,0,jv,jv2,audio_val/jv/jv2.wav,truongcon,truongcon3,audio_val/truongcon/truongcon3.wav
T0232,0,jv,jv3,audio_val/jv/jv3.wav,khabanh,khabanh1,audio_val/khabanh/khabanh1.wav
T0233,0,jv,jv3,audio_val/jv/jv3.wav,khabanh,khabanh2,audio_val/khabanh/khabanh2.wav
T0234,0,jv,jv3,audio_val/jv/jv3.wav,khabanh,khabanh3,audio_val/khabanh/khabanh3.wav
T0235,0,jv,jv3,audio_val/jv/jv3.wav,ntn,ntn1,audio_val/ntn/ntn1.wav
T0236,0,jv,jv3,audio_val/jv/jv3.wav,ntn,ntn2,audio_val/ntn/ntn2.wav
T0237,0,jv,jv3,audio_val/jv/jv3.wav,ntn,ntn3,audio_val/ntn/ntn3.wav
T0238,0,jv,jv3,audio_val/jv/jv3.wav,pewpew,pewpew1,audio_val/pewpew/pewpew1.wav
T0239,0,jv,jv3,audio_val/jv/jv3.wav,pewpew,pewpew2,audio_val/pewpew/pewpew2.wav
T0240,0,jv,jv3,audio_val/jv/jv3.wav,pewpew,pewpew3,audio_val/pewpew/pewpew3.wav
T0241,0,jv,jv3,audio_val/jv/jv3.wav,sena,sena1,audio_val/sena/sena1.wav
T0242,0,jv,jv3,audio_val/jv/jv3.wav,sena,sena2,audio_val/sena/sena2.wav
T0243,0,jv,jv3,audio_val/jv/jv3.wav,sena,sena3,audio_val/sena/sena3.wav
T0244,0,jv,jv3,audio_val/jv/jv3.wav,truongcon,truongcon1,audio_val/truongcon/truongcon1.wav
T0245,0,jv,jv3,audio_val/jv/jv3.wav,truongcon,truongcon2,audio_val/truongcon/truongcon2.wav
T0246,0,jv,jv3,audio_val/jv/jv3.wav,truongcon,truongcon3,audio_val/truongcon/truongcon3.wav
T0247,1,khabanh,khabanh1,audio_val/khabanh/khabanh1.wav,khabanh,khabanh2,audio_val/khabanh/khabanh2.wav
T0248,1,khabanh,khabanh1,audio_val/khabanh/khabanh1.wav,khabanh,khabanh3,audio_val/khabanh/khabanh3.wav
T0249,0,khabanh,khabanh1,audio_val/khabanh/khabanh1.wav,ntn,ntn1,audio_val/ntn/ntn1.wav
T0250,0,khabanh,khabanh1,audio_val/khabanh/khabanh1.wav,ntn,ntn2,audio_val/ntn/ntn2.wav
T0251,0,khabanh,khabanh1,audio_val/khabanh/khabanh1.wav,ntn,ntn3,audio_val/ntn/ntn3.wav
T0252,0,khabanh,khabanh1,audio_val/khabanh/khabanh1.wav,pewpew,pewpew1,audio_val/pewpew/pewpew1.wav
T0253,0,khabanh,khabanh1,audio_val/khabanh/khabanh1.wav,pewpew,pewpew2,audio_val/pewpew/pewpew2.wav
T0254,0,khabanh,khabanh1,audio_val/khabanh/khabanh1.wav,pewpew,pewpew3,audio_val/pewpew/pewpew3.wav
T0255,0,khabanh,khabanh1,audio_val/khabanh/khabanh1.wav,sena,sena1,audio_val/sena/sena1.wav
T0256,0,khabanh,khabanh1,audio_val/khabanh/khabanh1.wav,sena,sena2,audio_val/sena/sena2.wav
T0257,0,khabanh,khabanh1,audio_val/khabanh/khabanh1.wav,sena,sena3,audio_val/sena/sena3.wav
T0258,0,khabanh,khabanh1,audio_val/khabanh/khabanh1.wav,truongcon,truongcon1,audio_val/truongcon/truongcon1.wav
T0259,0,khabanh,khabanh1,audio_val/khabanh/khabanh1.wav,truongcon,truongcon2,audio_val/truongcon/truongcon2.wav
T0260,0,khabanh,khabanh1,audio_val/khabanh/khabanh1.wav,truongcon,truongcon3,audio_val/truongcon/truongcon3.wav
T0261,1,khabanh,khabanh2,audio_val/khabanh/khabanh2.wav,khabanh,khabanh3,audio_val/khabanh/khabanh3.wav
T0262,0,khabanh,khabanh2,audio_val/khabanh/khabanh2.wav,ntn,ntn1,audio_val/ntn/ntn1.wav
T0263,0,khabanh,khabanh2,audio_val/khabanh/khabanh2.wav,ntn,ntn2,audio_val/ntn/ntn2.wav
T0264,0,khabanh,khabanh2,audio_val/khabanh/khabanh2.wav,ntn,ntn3,audio_val/ntn/ntn3.wav
T0265,0,khabanh,khabanh2,audio_val/khabanh/khabanh2.wav,pewpew,pewpew1,audio_val/pewpew/pewpew1.wav
T0266,0,khabanh,khabanh2,audio_val/khabanh/khabanh2.wav,pewpew,pewpew2,audio_val/pewpew/pewpew2.wav
T0267,0,khabanh,khabanh2,audio_val/khabanh/khabanh2.wav,pewpew,pewpew3,audio_val/pewpew/pewpew3.wav
T0268,0,khabanh,khabanh2,audio_val/khabanh/khabanh2.wav,sena,sena1,audio_val/sena/sena1.wav
T0269,0,khabanh,khabanh2,audio_val/khabanh/khabanh2.wav,sena,sena2,audio_val/sena/sena2.wav
T0270,0,khabanh,khabanh2,audio_val/khabanh/khabanh2.wav,sena,sena3,audio_val/sena/sena3.wav
T0271,0,khabanh,khabanh2,audio_val/khabanh/khabanh2.wav,truongcon,truongcon1,audio_val/truongcon/truongcon1.wav
T0272,0,khabanh,khabanh2,audio_val/khabanh/khabanh2.wav,truongcon,truongcon2,audio_val/truongcon/truongcon2.wav
T0273,0,khabanh,khabanh2,audio_val/khabanh/khabanh2.wav,truongcon,truongcon3,audio_val/truongcon/truongcon3.wav
T0274,0,khabanh,khabanh3,audio_val/khabanh/khabanh3.wav,ntn,ntn1,audio_val/ntn/ntn1.wav
T0275,0,khabanh,khabanh3,audio_val/khabanh/khabanh3.wav,ntn,ntn2,audio_val/ntn/ntn2.wav
T0276,0,khabanh,khabanh3,audio_val/khabanh/khabanh3.wav,ntn,ntn3,audio_val/ntn/ntn3.wav
T0277,0,khabanh,khabanh3,audio_val/khabanh/khabanh3.wav,pewpew,pewpew1,audio_val/pewpew/pewpew1.wav
T0278,0,khabanh,khabanh3,audio_val/khabanh/khabanh3.wav,pewpew,pewpew2,audio_val/pewpew/pewpew2.wav
T0279,0,khabanh,khabanh3,audio_val/khabanh/khabanh3.wav,pewpew,pewpew3,audio_val/pewpew/pewpew3.wav
T0280,0,khabanh,khabanh3,audio_val/khabanh/khabanh3.wav,sena,sena1,audio_val/sena/sena1.wav
T0281,0,khabanh,khabanh3,audio_val/khabanh/khabanh3.wav,sena,sena2,audio_val/sena/sena2.wav
T0282,0,khabanh,khabanh3,audio_val/khabanh/khabanh3.wav,sena,sena3,audio_val/sena/sena3.wav
T0283,0,khabanh,khabanh3,audio_val/khabanh/khabanh3.wav,truongcon,truongcon1,audio_val/truongcon/truongcon1.wav
T0284,0,khabanh,khabanh3,audio_val/khabanh/khabanh3.wav,truongcon,truongcon2,audio_val/truongcon/truongcon2.wav
T0285,0,khabanh,khabanh3,audio_val/khabanh/khabanh3.wav,truongcon,truongcon3,audio_val/truongcon/truongcon3.wav
T0286,1,ntn,ntn1,audio_val/ntn/ntn1.wav,ntn,ntn2,audio_val/ntn/ntn2.wav
T0287,1,ntn,ntn1,audio_val/ntn/ntn1.wav,ntn,ntn3,audio_val/ntn/ntn3.wav
T0288,0,ntn,ntn1,audio_val/ntn/ntn1.wav,pewpew,pewpew1,audio_val/pewpew/pewpew1.wav
T0289,0,ntn,ntn1,audio_val/ntn/ntn1.wav,pewpew,pewpew2,audio_val/pewpew/pewpew2.wav
T0290,0,ntn,ntn1,audio_val/ntn/ntn1.wav,pewpew,pewpew3,audio_val/pewpew/pewpew3.wav
T0291,0,ntn,ntn1,audio_val/ntn/ntn1.wav,sena,sena1,audio_val/sena/sena1.wav
T0292,0,ntn,ntn1,audio_val/ntn/ntn1.wav,sena,sena2,audio_val/sena/sena2.wav
T0293,0,ntn,ntn1,audio_val/ntn/ntn1.wav,sena,sena3,audio_val/sena/sena3.wav
T0294,0,ntn,ntn1,audio_val/ntn/ntn1.wav,truongcon,truongcon1,audio_val/truongcon/truongcon1.wav
T0295,0,ntn,ntn1,audio_val/ntn/ntn1.wav,truongcon,truongcon2,audio_val/truongcon/truongcon2.wav
T0296,0,ntn,ntn1,audio_val/ntn/ntn1.wav,truongcon,truongcon3,audio_val/truongcon/truongcon3.wav
T0297,1,ntn,ntn2,audio_val/ntn/ntn2.wav,ntn,ntn3,audio_val/ntn/ntn3.wav
T0298,0,ntn,ntn2,audio_val/ntn/ntn2.wav,pewpew,pewpew1,audio_val/pewpew/pewpew1.wav
T0299,0,ntn,ntn2,audio_val/ntn/ntn2.wav,pewpew,pewpew2,audio_val/pewpew/pewpew2.wav
T0300,0,ntn,ntn2,audio_val/ntn/ntn2.wav,pewpew,pewpew3,audio_val/pewpew/pewpew3.wav
T0301,0,ntn,ntn2,audio_val/ntn/ntn2.wav,sena,sena1,audio_val/sena/sena1.wav
T0302,0,ntn,ntn2,audio_val/ntn/ntn2.wav,sena,sena2,audio_val/sena/sena2.wav
T0303,0,ntn,ntn2,audio_val/ntn/ntn2.wav,sena,sena3,audio_val/sena/sena3.wav
T0304,0,ntn,ntn2,audio_val/ntn/ntn2.wav,truongcon,truongcon1,audio_val/truongcon/truongcon1.wav
T0305,0,ntn,ntn2,audio_val/ntn/ntn2.wav,truongcon,truongcon2,audio_val/truongcon/truongcon2.wav
T0306,0,ntn,ntn2,audio_val/ntn/ntn2.wav,truongcon,truongcon3,audio_val/truongcon/truongcon3.wav
T0307,0,ntn,ntn3,audio_val/ntn/ntn3.wav,pewpew,pewpew1,audio_val/pewpew/pewpew1.wav
T0308,0,ntn,ntn3,audio_val/ntn/ntn3.wav,pewpew,pewpew2,audio_val/pewpew/pewpew2.wav
T0309,0,ntn,ntn3,audio_val/ntn/ntn3.wav,pewpew,pewpew3,audio_val/pewpew/pewpew3.wav
T0310,0,ntn,ntn3,audio_val/ntn/ntn3.wav,sena,sena1,audio_val/sena/sena1.wav
T0311,0,ntn,ntn3,audio_val/ntn/ntn3.wav,sena,sena2,audio_val/sena/sena2.wav
T0312,0,ntn,ntn3,audio_val/ntn/ntn3.wav,sena,sena3,audio_val/sena/sena3.wav
T0313,0,ntn,ntn3,audio_val/ntn/ntn3.wav,truongcon,truongcon1,audio_val/truongcon/truongcon1.wav
T0314,0,ntn,ntn3,audio_val/ntn/ntn3.wav,truongcon,truongcon2,audio_val/truongcon/truongcon2.wav
T0315,0,ntn,ntn3,audio_val/ntn/ntn3.wav,truongcon,truongcon3,audio_val/truongcon/truongcon3.wav
T0316,1,pewpew,pewpew1,audio_val/pewpew/pewpew1.wav,pewpew,pewpew2,audio_val/pewpew/pewpew2.wav
T0317,1,pewpew,pewpew1,audio_val/pewpew/pewpew1.wav,pewpew,pewpew3,audio_val/pewpew/pewpew3.wav
T0318,0,pewpew,pewpew1,audio_val/pewpew/pewpew1.wav,sena,sena1,audio_val/sena/sena1.wav
T0319,0,pewpew,pewpew1,audio_val/pewpew/pewpew1.wav,sena,sena2,audio_val/sena/sena2.wav
T0320,0,pewpew,pewpew1,audio_val/pewpew/pewpew1.wav,sena,sena3,audio_val/sena/sena3.wav
T0321,0,pewpew,pewpew1,audio_val/pewpew/pewpew1.wav,truongcon,truongcon1,audio_val/truongcon/truongcon1.wav
T0322,0,pewpew,pewpew1,audio_val/pewpew/pewpew1.wav,truongcon,truongcon2,audio_val/truongcon/truongcon2.wav
T0323,0,pewpew,pewpew1,audio_val/pewpew/pewpew1.wav,truongcon,truongcon3,audio_val/truongcon/truongcon3.wav
T0324,1,pewpew,pewpew2,audio_val/pewpew/pewpew2.wav,pewpew,pewpew3,audio_val/pewpew/pewpew3.wav
T0325,0,pewpew,pewpew2,audio_val/pewpew/pewpew2.wav,sena,sena1,audio_val/sena/sena1.wav
T0326,0,pewpew,pewpew2,audio_val/pewpew/pewpew2.wav,sena,sena2,audio_val/sena/sena2.wav
T0327,0,pewpew,pewpew2,audio_val/pewpew/pewpew2.wav,sena,sena3,audio_val/sena/sena3.wav
T0328,0,pewpew,pewpew2,audio_val/pewpew/pewpew2.wav,truongcon,truongcon1,audio_val/truongcon/truongcon1.wav
T0329,0,pewpew,pewpew2,audio_val/pewpew/pewpew2.wav,truongcon,truongcon2,audio_val/truongcon/truongcon2.wav
T0330,0,pewpew,pewpew2,audio_val/pewpew/pewpew2.wav,truongcon,truongcon3,audio_val/truongcon/truongcon3.wav
T0331,0,pewpew,pewpew3,audio_val/pewpew/pewpew3.wav,sena,sena1,audio_val/sena/sena1.wav
T0332,0,pewpew,pewpew3,audio_val/pewpew/pewpew3.wav,sena,sena2,audio_val/sena/sena2.wav
T0333,0,pewpew,pewpew3,audio_val/pewpew/pewpew3.wav,sena,sena3,audio_val/sena/sena3.wav
T0334,0,pewpew,pewpew3,audio_val/pewpew/pewpew3.wav,truongcon,truongcon1,audio_val/truongcon/truongcon1.wav
T0335,0,pewpew,pewpew3,audio_val/pewpew/pewpew3.wav,truongcon,truongcon2,audio_val/truongcon/truongcon2.wav
T0336,0,pewpew,pewpew3,audio_val/pewpew/pewpew3.wav,truongcon,truongcon3,audio_val/truongcon/truongcon3.wav
T0337,1,sena,sena1,audio_val/sena/sena1.wav,sena,sena2,audio_val/sena/sena2.wav
T0338,1,sena,sena1,audio_val/sena/sena1.wav,sena,sena3,audio_val/sena/sena3.wav
T0339,0,sena,sena1,audio_val/sena/sena1.wav,truongcon,truongcon1,audio_val/truongcon/truongcon1.wav
T0340,0,sena,sena1,audio_val/sena/sena1.wav,truongcon,truongcon2,audio_val/truongcon/truongcon2.wav
T0341,0,sena,sena1,audio_val/sena/sena1.wav,truongcon,truongcon3,audio_val/truongcon/truongcon3.wav
T0342,1,sena,sena2,audio_val/sena/sena2.wav,sena,sena3,audio_val/sena/sena3.wav
T0343,0,sena,sena2,audio_val/sena/sena2.wav,truongcon,truongcon1,audio_val/truongcon/truongcon1.wav
T0344,0,sena,sena2,audio_val/sena/sena2.wav,truongcon,truongcon2,audio_val/truongcon/truongcon2.wav
T0345,0,sena,sena2,audio_val/sena/sena2.wav,truongcon,truongcon3,audio_val/truongcon/truongcon3.wav
T0346,0,sena,sena3,audio_val/sena/sena3.wav,truongcon,truongcon1,audio_val/truongcon/truongcon1.wav
T0347,0,sena,sena3,audio_val/sena/sena3.wav,truongcon,truongcon2,audio_val/truongcon/truongcon2.wav
T0348,0,sena,sena3,audio_val/sena/sena3.wav,truongcon,truongcon3,audio_val/truongcon/truongcon3.wav
T0349,1,truongcon,truongcon1,audio_val/truongcon/truongcon1.wav,truongcon,truongcon2,audio_val/truongcon/truongcon2.wav
T0350,1,truongcon,truongcon1,audio_val/truongcon/truongcon1.wav,truongcon,truongcon3,audio_val/truongcon/truongcon3.wav
T0351,1,truongcon,truongcon2,audio_val/truongcon/truongcon2.wav,truongcon,truongcon3,audio_val/truongcon/truongcon3.wav
